Date,Open,High,Low,Close,Adj Close,Volume
2022-04-01,172.779999,0.000000,0.000000,165.600006,165.600006,0
2022-05-01,160.080002,0.000000,0.000000,156.100006,156.100006,0
2022-06-01,155.699997,0.000000,0.000000,140.589996,140.589996,0
2022-07-01,142.119995,0.000000,0.000000,157.490005,157.490005,0
2022-08-01,156.419998,0.000000,0.000000,147.740005,147.740005,0
2022-09-01,143.699997,0.000000,0.000000,135.789993,135.789993,0
2022-10-01,136.889999,0.000000,0.000000,144.479996,144.479996,0
2022-11-01,144.850006,0.000000,0.000000,154.550003,154.550003,0
2022-12-01,156.309998,0.000000,0.000000,149.259995,149.259995,0
2023-01-01,149.750000,0.000000,0.000000,162.320007,162.320007,0
2023-02-01,162.830002,0.000000,0.000000,166.830002,166.830002,0
2023-03-01,165.880005,0.000000,0.000000,169.479996,169.479996,0
2023-04-01,168.820007,0.000000,0.000000,168.080002,168.080002,0
2023-05-01,168.740005,0.000000,0.000000,170.070007,170.070007,0
